,Unnamed: 0.1,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
699,699,699,700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,348121,-0.494391296561559,F G63,S
700,700,700,701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,PC 17757,3.9327230485884233,C62 C64,C
701,701,701,702,1,1,"Silverthorne, Mr. Spencer Victor",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,PC 17475,-0.11913106412161445,E24,S
702,702,702,703,0,3,"Barbara, Miss. Saiide",1,-0.8731358343600393,-0.47454519624983954,0.7676298785983874,2691,-0.3573908580066095,,C
703,703,703,704,0,3,"Gallagher, Mr. Martin",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,36864,-0.4925449457465493,,Q
704,704,704,705,0,3,"Hansen, Mr. Henrik Juul",0,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,350025,-0.4902797934380587,,S
705,705,705,706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,250655,-0.12491978668775715,,S
706,706,706,707,1,2,"Kelly, Mrs. Florence ""Fannie""",1,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,223596,-0.3766033765200472,,S
707,707,707,708,1,1,"Calderhead, Mr. Edward Pennington",0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,PC 17476,-0.11913106412161445,E24,S
708,708,708,709,1,1,"Cleaver, Miss. Alice",1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,113781,2.4029901895877646,,S
709,709,709,710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",0,-0.10463740114712752,0.4327933656785018,0.7676298785983874,2661,-0.3414522396297103,,C
710,710,710,711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,PC 17482,0.3483299278831318,C90,C
711,711,711,712,0,1,"Klaber, Mr. Herman",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,113028,-0.11384570873513637,C124,S
712,712,712,713,1,1,"Taylor, Mr. Elmer Zebley",0,1.432359465278696,0.4327933656785018,-0.4736736092984604,19996,0.39858208016340624,C126,S
713,713,713,714,0,3,"Larsson, Mr. August Viktor",0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,7545,-0.457478374542396,,S
714,714,714,715,0,2,"Greenberg, Mr. Samuel",0,1.7397588385638607,-0.47454519624983954,-0.4736736092984604,250647,-0.3866707201133388,,S
715,715,715,716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,348124,-0.494391296561559,F G73,S
716,716,716,717,1,1,"Endres, Miss. Caroline Louise",1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,PC 17757,3.9327230485884233,C45,C
717,717,717,718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",1,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,34218,-0.43700743807979686,E101,S
718,718,718,719,0,3,"McEvoy, Mr. Michael",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,36568,-0.3363340021468808,,Q
719,719,719,720,0,3,"Johnson, Mr. Malkolm Joackim",0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,347062,-0.4918744606632361,,S
720,720,720,721,1,2,"Harper, Miss. Annie Jessie ""Nina""",1,-1.7953339542155335,-0.47454519624983954,0.7676298785983874,248727,0.016023023618325298,,S
721,721,721,722,0,3,"Jensen, Mr. Svend Lauritz",0,-0.9499856776813305,0.4327933656785018,-0.4736736092984604,350048,-0.5063875431873253,,S
722,722,722,723,0,2,"Gillespie, Mr. William Henry",0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,12233,-0.3866707201133388,,S
723,723,723,724,0,2,"Hodges, Mr. Henry Price",0,1.5860591519212783,-0.47454519624983954,-0.4736736092984604,250643,-0.3866707201133388,,S
724,724,724,725,1,1,"Chambers, Mr. Norman Campbell",0,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,113806,0.4207302360686478,E8,S
725,725,725,726,0,3,"Oreskovic, Mr. Luka",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,315094,-0.47400492578514347,,S
726,726,726,727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,0.04906228549545483,2.2474704895351842,-0.4736736092984604,31027,-0.22559322262067316,,S
727,727,727,728,1,3,"Mannion, Miss. Margareth",1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,36866,-0.4926295114327329,,Q
728,728,728,729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",0,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,236853,-0.12491978668775715,,S
729,729,729,730,0,3,"Ilmakangas, Miss. Pieta Sofia",1,-0.33518693111100106,0.4327933656785018,-0.4736736092984604,STON/O2. 3101271,-0.4888542575852486,,S
730,730,730,731,1,1,"Allen, Miss. Elisabeth Walton",1,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,24160,3.6067927997556075,B5,S
731,731,731,732,0,3,"Hassan, Mr. Houssein G N",0,-1.4110847376090776,-0.47454519624983954,-0.4736736092984604,2699,-0.2701412180209885,,C
732,732,732,733,0,2,"Knight, Mr. Robert J",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,239855,-0.6484216535389205,,S
733,733,733,734,0,2,"Berriman, Mr. William John",0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,28425,-0.3866707201133388,,S
734,734,734,735,0,2,"Troupiansky, Mr. Moses Aaron",0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,233639,-0.3866707201133388,,S
735,735,735,736,0,3,"Williams, Mr. Leslie",0,-0.06621247948648194,-0.47454519624983954,-0.4736736092984604,54636,-0.32425318983493084,,S
736,736,736,737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",1,1.432359465278696,0.4327933656785018,3.250236854392083,W./C. 6608,0.04370821849987721,,S
737,737,737,738,1,1,"Lesurer, Mr. Gustave J",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,PC 17755,9.667166525013505,B101,C
738,738,738,739,0,3,"Ivanoff, Mr. Kanio",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349201,-0.4894421904510968,,S
739,739,739,740,0,3,"Nankoff, Mr. Minko",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349218,-0.4894421904510968,,S
740,740,740,741,1,1,"Hawksford, Mr. Walter James",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,16988,-0.04438103794142432,D45,S
741,741,741,742,0,1,"Cavendish, Mr. Tyrell William",0,0.5101613454232019,0.4327933656785018,-0.4736736092984604,19877,0.9391984311231651,C46,S
742,742,742,743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",1,-0.6425863043961658,1.340131927606843,2.0089333664952354,PC 17608,4.634416897040849,B57 B59 B63 B66,C
743,743,743,744,0,3,"McNamee, Mr. Neal",0,-0.41203677443229225,0.4327933656785018,-0.4736736092984604,376566,-0.32425318983493084,,S
744,744,744,745,1,3,"Stranden, Mr. Juho",0,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101288,-0.4888542575852486,,S
745,745,745,746,0,1,"Crosby, Capt. Edward Gifford",0,3.123056018347102,0.4327933656785018,0.7676298785983874,WE/P 5735,0.7811411367084872,B22,S
746,746,746,747,0,3,"Abbott, Mr. Rossmore Edward",0,-1.0268355210026217,0.4327933656785018,0.7676298785983874,C.A. 2673,-0.24069423801061057,,S
747,747,747,748,1,2,"Sinkkonen, Miss. Anna",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,250648,-0.3866707201133388,,S
748,748,748,749,0,1,"Marvin, Mr. Daniel Warner",0,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,113773,0.4207302360686478,D30,S
749,749,749,750,0,3,"Connaghton, Mr. Michael",0,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,335097,-0.49237782784290063,,Q
750,750,750,751,1,2,"Wells, Miss. Joan",1,-1.949033640858116,0.4327933656785018,0.7676298785983874,29103,-0.18532384824750675,,S
751,751,751,752,1,3,"Moor, Master. Meier",0,-1.7953339542155335,-0.47454519624983954,0.7676298785983874,392096,-0.397241430886295,E121,S
752,752,752,753,0,3,"Vande Velde, Mr. Johannes Joseph",0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,345780,-0.45714212526638004,,S
753,753,753,754,0,3,"Jonkoff, Mr. Lalio",0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,349204,-0.4894421904510968,,S
754,754,754,755,1,2,"Herman, Mrs. Samuel (Jane Laver)",1,1.432359465278696,0.4327933656785018,2.0089333664952354,220845,0.6603330135889879,,S
755,755,755,756,1,2,"Hamalainen, Master. Viljo",0,-2.204943619118015,0.4327933656785018,0.7676298785983874,250649,-0.35646868933346404,,S
756,756,756,757,0,3,"Carlsson, Mr. August Sigfrid",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,350042,-0.49145565916975514,,S
757,757,757,758,0,2,"Bailey, Mr. Percy Andrew",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,29108,-0.41687275089321363,,S
758,758,758,759,0,3,"Theobald, Mr. Thomas Leonard",0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,363294,-0.4863374216869257,,S
759,759,759,760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,110152,1.093228788100527,B77,S
760,760,760,761,0,3,"Garfirth, Mr. John",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,358585,-0.35646868933346404,,S
761,761,761,762,0,3,"Nirva, Mr. Iisakki Antino Aijo",0,0.8944105620296577,-0.47454519624983954,-0.4736736092984604,SOTON/O2 3101272,-0.5049620073345151,,S
762,762,762,763,1,3,"Barah, Mr. Hanna Assi",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,2663,-0.5028639729296732,,C
763,763,763,764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",1,0.5101613454232019,0.4327933656785018,2.0089333664952354,113760,1.7677408088510642,B96 B98,S
764,764,764,765,0,3,"Eklund, Mr. Hans Linus",0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,347074,-0.4918744606632361,,S
765,765,765,766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",1,1.6629089952425695,0.4327933656785018,-0.4736736092984604,13502,0.921244330558889,D11,S
766,766,766,767,0,1,"Brewe, Dr. Arthur Jackson",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,112379,0.1489119590497745,,C
767,767,767,768,0,3,"Mangan, Miss. Mary",1,0.08748720715610042,-0.47454519624983954,-0.4736736092984604,364850,-0.49237782784290063,,Q
768,768,768,769,0,3,"Moran, Mr. Daniel J",0,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,371110,-0.1621689579829361,,Q
769,769,769,770,0,3,"Gronnestad, Mr. Daniel Danielsen",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,8471,-0.4800453319411184,,S
770,770,770,771,0,3,"Lievens, Mr. Rene Aime",0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,345781,-0.45714212526638004,,S
771,771,771,772,0,3,"Jensen, Mr. Niels Peder",0,1.432359465278696,-0.47454519624983954,-0.4736736092984604,350047,-0.4902797934380587,,S
772,772,772,773,0,2,"Mack, Mrs. (Mary)",1,2.1240080551703167,-0.47454519624983954,-0.4736736092984604,S.O./P.P. 3,-0.43700743807979686,E77,S
773,773,773,774,0,3,"Elias, Mr. Dibo",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2674,-0.5029485386158568,,C
774,774,774,775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,1.893458525206443,0.4327933656785018,3.250236854392083,29105,-0.18532384824750675,,S
775,775,775,776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,347078,-0.49237782784290063,,S
776,776,776,777,0,3,"Tobin, Mr. Roger",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,383121,-0.49237782784290063,F38,Q
777,777,777,778,1,3,"Emanuel, Miss. Virginia Ethel",1,-1.8721837975368247,-0.47454519624983954,-0.4736736092984604,364516,-0.397241430886295,,S
778,778,778,779,0,3,"Kilgannon, Mr. Thomas J",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,36865,-0.4926295114327329,,Q
779,779,779,780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,1.0481102486722402,-0.47454519624983954,0.7676298785983874,24160,3.6067927997556075,B3,S
780,780,780,781,1,3,"Ayoub, Miss. Banoura",1,-1.2573850509664952,-0.47454519624983954,-0.4736736092984604,2687,-0.5028639729296732,,C
781,781,781,782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,-0.9499856776813305,0.4327933656785018,-0.4736736092984604,17474,0.49925551609632224,B20,S
782,782,782,783,0,1,"Long, Mr. Milton Clyde",0,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,113501,-0.04438103794142432,D6,S
783,783,783,784,0,3,"Johnston, Mr. Andrew G",0,-0.10463740114712752,0.4327933656785018,2.0089333664952354,W./C. 6607,-0.17626323901354432,,S
784,784,784,785,0,3,"Ali, Mr. William",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101312,-0.5064721088735089,,S
785,785,785,786,0,3,"Harmer, Mr. Abraham (David Lishin)",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,374887,-0.5024451714361923,,S
786,786,786,787,1,3,"Sjoblom, Miss. Anna Sofia",1,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,3101265,-0.4974960653257301,,S
787,787,787,788,0,3,"Rice, Master. George Hugh",0,-1.6416342675729512,3.1548090514635256,0.7676298785983874,382652,-0.06199888922968463,,Q
788,788,788,789,1,3,"Dean, Master. Bertram Vere",0,-2.1795831708219895,0.4327933656785018,2.0089333664952354,C.A. 2315,-0.23415046467497105,,S
789,789,789,790,0,1,"Guggenheim, Mr. Benjamin",0,1.2786597786361138,-0.47454519624983954,-0.4736736092984604,PC 17593,0.9462455716384695,B82 B84,C
790,790,790,791,0,3,"Keane, Mr. Andrew ""Andy""",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,12460,-0.49237782784290063,,Q
791,791,791,792,0,2,"Gaskell, Mr. Alfred",0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,239865,-0.12491978668775715,,S
792,792,792,793,0,3,"Sage, Miss. Stella Anna",1,-0.10463740114712752,6.784163299176891,2.0089333664952354,CA. 2343,0.7519458402879414,,S
793,793,793,794,0,1,"Hoyt, Mr. William Fisher",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,PC 17600,-0.030371322596999754,,C
794,794,794,795,0,3,"Dantcheff, Mr. Ristiu",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,349203,-0.4894421904510968,,S
795,795,795,796,0,2,"Otter, Mr. Richard",0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,28213,-0.3866707201133388,,S
796,796,796,797,1,1,"Leader, Dr. Alice (Farnham)",1,1.5092093085999871,-0.47454519624983954,-0.4736736092984604,17465,-0.1263453225405672,D17,S
797,797,797,798,1,3,"Osman, Mrs. Mara",1,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,349244,-0.4735861242916626,,S
798,798,798,799,0,3,"Ibrahim Shawah, Mr. Yousseff",0,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,2685,-0.5028639729296732,,C
799,799,799,800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,0.04906228549545483,0.4327933656785018,0.7676298785983874,345773,-0.1621689579829361,,S
800,800,800,801,0,2,"Ponesell, Mr. Martin",0,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,250647,-0.3866707201133388,,S
801,801,801,802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,0.12591212881674602,0.4327933656785018,0.7676298785983874,C.A. 31921,-0.11988611489111134,,S
802,802,802,803,1,1,"Carter, Master. William Thornton II",0,-1.4110847376090776,0.4327933656785018,2.0089333664952354,113760,1.7677408088510642,B96 B98,S
803,803,803,804,1,3,"Thomas, Master. Assad Alexander",0,-2.224156079948338,-0.47454519624983954,0.7676298785983874,2625,-0.47694056317694733,,C
804,804,804,805,1,3,"Hedman, Mr. Oskar Arvid",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,347089,-0.5079822104125026,,S
805,805,805,806,0,3,"Johansson, Mr. Karl Johan",0,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,347063,-0.4918744606632361,,S
806,806,806,807,0,1,"Andrews, Mr. Thomas Jr",0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,112050,-0.6484216535389205,A36,S
807,807,807,808,0,3,"Pettersson, Miss. Ellen Natalia",1,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,347087,-0.4918744606632361,,S
808,808,808,809,0,2,"Meyer, Mr. August",0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,248723,-0.3866707201133388,,S
809,809,809,810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,0.27961181545932834,0.4327933656785018,-0.4736736092984604,113806,0.4207302360686478,E8,S
810,810,810,811,0,3,"Alexander, Mr. William",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,3474,-0.4896093083547455,,S
811,811,811,812,0,3,"Lester, Mr. James",0,0.7407108753870755,-0.47454519624983954,-0.4736736092984604,A/4 48871,-0.1621689579829361,,S
812,812,812,813,0,2,"Slemen, Mr. Richard James",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,28206,-0.43700743807979686,,S
813,813,813,814,0,3,"Andersson, Miss. Ebba Iris Alfrida",1,-1.7953339542155335,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,,S
814,814,814,815,0,3,"Tomlin, Mr. Ernest Portage",0,0.08748720715610042,-0.47454519624983954,-0.4736736092984604,364499,-0.4863374216869257,,S
815,815,815,816,0,1,"Fry, Mr. Richard",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,112058,-0.6484216535389205,B102,S
816,816,816,817,0,3,"Heininen, Miss. Wendla Maria",1,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,STON/O2. 3101290,-0.4888542575852486,,S
817,817,817,818,0,2,"Mallet, Mr. Albert",0,0.12591212881674602,0.4327933656785018,0.7676298785983874,S.C./PARIS 2079,0.09664633805084172,,C
818,818,818,819,0,3,"Holm, Mr. John Fredrik Alexander",0,1.0481102486722402,-0.47454519624983954,-0.4736736092984604,C 7075,-0.5185529211854588,,S
819,819,819,820,0,3,"Skoog, Master. Karl Thorsten",0,-1.4879345809303688,2.2474704895351842,2.0089333664952354,347088,-0.08666388103324908,,S
820,820,820,821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,1.7397588385638607,0.4327933656785018,0.7676298785983874,12749,1.2341715984066093,B69,S
821,821,821,822,1,3,"Lulic, Mr. Nikola",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,315098,-0.47400492578514347,,S
822,822,822,823,0,1,"Reuchlin, Jonkheer. John George",0,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,19972,-0.6484216535389205,,S
823,823,823,824,1,3,"Moor, Mrs. (Beila)",1,-0.1814872444684187,-0.47454519624983954,0.7676298785983874,392096,-0.397241430886295,E121,S
824,824,824,825,0,3,"Panula, Master. Urho Abraham",0,-2.1027333275006983,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,,S
825,825,825,826,0,3,"Flynn, Mr. John",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,368323,-0.5084855775921673,,Q
826,826,826,827,0,3,"Lam, Mr. Len",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,,S
827,827,827,828,1,2,"Mallet, Master. Andre",0,-2.1795831708219895,-0.47454519624983954,2.0089333664952354,S.C./PARIS 2079,0.09664633805084172,,C
828,828,828,829,1,3,"McCormack, Mr. Thomas Joseph",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,367228,-0.49237782784290063,,Q
829,829,829,830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",1,2.5082572717767726,-0.47454519624983954,-0.4736736092984604,113572,0.962353321387736,B28,S
830,830,830,831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,-1.1036853643239128,0.4327933656785018,-0.4736736092984604,2659,-0.3573908580066095,,C
831,831,831,832,1,2,"Richards, Master. George Sibley",0,-2.192647644186609,0.4327933656785018,0.7676298785983874,29106,-0.2708962687904854,,S
832,832,832,833,0,3,"Saad, Mr. Amin",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2671,-0.5028639729296732,,C
833,833,833,834,0,3,"Augustsson, Mr. Albert",0,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,347468,-0.4902797934380587,,S
834,834,834,835,0,3,"Allum, Mr. Owen George",0,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,2223,-0.48130374989027985,,S
835,835,835,836,1,1,"Compton, Miss. Sara Rebecca",1,0.7407108753870755,0.4327933656785018,0.7676298785983874,PC 17756,1.0259447039291216,E49,C
836,836,836,837,0,3,"Pasic, Mr. Jakob",0,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,315097,-0.47400492578514347,,S
837,837,837,838,0,3,"Sirota, Mr. Maurice",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,392092,-0.4863374216869257,,S
838,838,838,839,1,3,"Chip, Mr. Chang",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,,S
839,839,839,840,1,1,"Marechal, Mr. Pierre",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,11774,-0.05042144409739929,C47,C
840,840,840,841,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,SOTON/O2 3101287,-0.4888542575852486,,S
841,841,841,842,0,2,"Mudd, Mr. Thomas Charles",0,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,S.O./P.P. 3,-0.43700743807979686,,S
842,842,842,843,1,1,"Serepeca, Miss. Augusta",1,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,113798,-0.024246350754841113,,C
843,843,843,844,0,3,"Lemberopolous, Mr. Peter L",0,0.3948865804412651,-0.47454519624983954,-0.4736736092984604,2683,-0.5188046047752911,,C
844,844,844,845,0,3,"Culumovic, Mr. Jeso",0,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,315090,-0.47400492578514347,,S
845,845,845,846,0,3,"Abbing, Mr. Anthony",0,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,C.A. 5547,-0.49640476528021726,,S
846,846,846,847,0,3,"Sage, Mr. Douglas Bullen",0,-0.10463740114712752,6.784163299176891,2.0089333664952354,CA. 2343,0.7519458402879414,,S
847,847,847,848,0,3,"Markoff, Mr. Marin",0,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,349213,-0.4894421904510968,,C
848,848,848,849,0,2,"Harper, Rev. John",0,-0.10463740114712752,-0.47454519624983954,0.7676298785983874,248727,0.016023023618325298,,S
849,849,849,850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,17453,1.145663540471827,C92,C
850,850,850,851,0,3,"Andersson, Master. Sigvard Harald Elias",0,-1.949033640858116,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,,S
851,851,851,852,0,3,"Svensson, Mr. Johan",0,3.430455391632267,-0.47454519624983954,-0.4736736092984604,347060,-0.4918744606632361,,S
852,852,852,853,0,3,"Boulos, Miss. Nourelain",1,-1.56478442425166,0.4327933656785018,0.7676298785983874,2678,-0.3414522396297103,,C
853,853,853,854,1,1,"Lines, Miss. Mary Conover",1,-1.0268355210026217,-0.47454519624983954,0.7676298785983874,PC 17592,0.14488502161245778,D28,S
854,854,854,855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,1.1249600919935314,0.4327933656785018,-0.4736736092984604,244252,-0.12491978668775715,,S
855,855,855,856,1,3,"Aks, Mrs. Sam (Leah Rosen)",1,-0.8731358343600393,-0.47454519624983954,0.7676298785983874,392091,-0.4601623283443675,,S
856,856,856,857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,1.2018099353148226,0.4327933656785018,0.7676298785983874,36928,2.671117778445337,,S
857,857,857,858,1,1,"Daly, Mr. Peter Denis ",0,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,113055,-0.11384570873513637,E17,S
858,858,858,859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",1,-0.41203677443229225,-0.47454519624983954,3.250236854392083,2666,-0.26066180729354516,,C
859,859,859,860,0,3,"Razi, Mr. Raihed",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,2629,-0.5028639729296732,,C
860,860,860,861,0,3,"Hansen, Mr. Claus Peter",0,0.8944105620296577,1.340131927606843,-0.4736736092984604,350026,-0.36435544630444866,,S
861,861,861,862,0,2,"Giles, Mr. Frederick Edward",0,-0.6425863043961658,0.4327933656785018,-0.4736736092984604,28134,-0.41687275089321363,,S
862,862,862,863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,1.432359465278696,-0.47454519624983954,-0.4736736092984604,17466,-0.1263453225405672,D17,S
863,863,863,864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",1,-0.10463740114712752,6.784163299176891,2.0089333664952354,CA. 2343,0.7519458402879414,,S
864,864,864,865,0,2,"Gill, Mr. John William",0,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,233866,-0.3866707201133388,,S
865,865,865,866,1,2,"Bystrom, Mrs. (Karolina)",1,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,236852,-0.3866707201133388,,S
866,866,866,867,1,2,"Duran y More, Miss. Asuncion",1,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,SC/PARIS 2149,-0.3693891181010945,,C
867,867,867,868,0,1,"Roebling, Mr. Washington Augustus II",0,0.12591212881674602,-0.47454519624983954,-0.4736736092984604,PC 17590,0.3682954836973478,A24,S
868,868,868,869,0,3,"van Melkebeke, Mr. Philemon",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,345777,-0.45714212526638004,,S
869,869,869,870,1,3,"Johnson, Master. Harold Theodor",0,-1.949033640858116,0.4327933656785018,0.7676298785983874,347742,-0.4242561406845337,,S
870,870,870,871,0,3,"Balkic, Mr. Cerin",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,349248,-0.4894421904510968,,S
871,871,871,872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,1.3555096219574048,0.4327933656785018,0.7676298785983874,11751,0.40974072380221066,D35,S
872,872,872,873,0,1,"Carlsson, Mr. Frans Olof",0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,695,-0.5477482176060045,B51 B53 B55,S
873,873,873,874,0,3,"Vander Cruyssen, Mr. Victor",0,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,345765,-0.46720946885967163,,S
